SAMPN,RECMODE,RETMODE,CTFIP,BIN,GTYPE,STYPE,ILANG,RESTY,HHSIZ,LTELE,HHLNG,O_HHLNG,INCOM,DOW,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,HTRIPS,HTRIPS_GPS,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,HH_WHT2,GEO_GROUP1,GEO_GROUP2,GEO_GROUP3,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC,HTRIPS_V,HTRIPS_T,HTRIPS_NM,HTRIPS_O,HTRIPS_WP,HTRIPS_NWP,HTRIPS_GPS_V,HTRIPS_GPS_T,HTRIPS_GPS_NM,HTRIPS_GPS_O,HTRIPS_GPS_WP,HTRIPS_GPS_NWP
3565672,2,1,34003,21,2,1,1,2,1,2,1,,5,1,1,0,1,1,0,2,1.5,1,73.04,PARK RIDGE,PARK RIDGE BOROUGH,Park Ridge borough,NJ,07656,2707,34003043002,50.97,7,5,4,1,3,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3565691,2,2,34025,21,1,1,1,1,2,1,1,,4,3,2,1,1,2,0,5,5,1,85,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025800602,54.68,10,5,4,2,2,2,4,4,0,1,0,2,3,4,0,1,0,2,3
3565759,2,2,34039,21,1,1,1,1,2,1,1,,6,4,3,0,1,2,0,8,8,1,65.93333,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038201,50.44,8,5,4,2,4,3,4,8,0,0,0,2,6,8,0,0,0,2,6
3565775,2,2,34019,21,2,1,1,1,5,1,1,,5,1,2,2,1,2,3,6,5.31,1,66.28571,CLINTON,ANNANDALE CDP,Clinton township,NJ,08809,3320,34019011001,862.5,11,5,4,4,3,2,3,0,6,0,0,2,4,0,5.315,0,0,1.659,3.655
3565780,2,3,34013,21,2,1,1,2,1,1,1,,4,3,1,0,1,1,0,4,3.6,1,56.77778,CALDWELL,CALDWELL BOROUGH,Caldwell borough,NJ,07006,3121,34013021701,64.95,8,5,4,1,2,1,4,4,0,0,0,2,2,3.602,0,0,0,1.503,2.099
3565788,2,2,34037,21,1,1,1,1,4,1,1,,6,3,2,2,2,2,2,16,16,1,71.92857,SPARTA,,Sparta township,NJ,07871,3381,34037373300,87.33,11,5,4,4,4,2,1,13,3,0,0,8,8,13,3,0,0,8,8
3565874,2,1,36005,7,2,1,1,2,1,1,1,,3,4,0,0,1,0,0,4,3.32,1,439.33333,BRONX,NEW YORK CITY,Bronx borough,NY,10462,915,36005021001,273.52,2,1,1,1,2,0,4,0,2,2,0,4,0,0,1.659,1.659,0,3.319,0
3565938,2,2,36087,21,2,1,1,1,5,1,1,,4,3,3,0,2,2,0,0,0,1,62.48485,SUFFERN,POMONA VILLAGE,Ramapo town,NY,10901,2284,36087011501,50.15,4,3,1,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
3565947,2,2,36103,21,2,1,1,1,2,1,1,,5,3,2,1,1,2,0,6,5.09,1,213.36364,BAY SHORE,BAY SHORE CDP,Islip town,NY,11706,1966,36103146003,107.93,3,2,1,2,3,2,4,6,0,0,0,2,4,5.093,0,0,0,1.503,3.59
3565949,2,2,36005,21,2,1,1,2,2,1,1,,3,2,0,0,0,1,0,5,9.65,1,139.66667,BRONX,NEW YORK CITY,Bronx borough,NY,10466,1021,36005044200,136.99,2,1,1,2,2,0,6,0,3,2,0,0,5,0,5.792,3.862,0,0,9.654
3565962,2,3,34017,21,2,1,1,2,1,1,1,,5,3,1,0,1,1,0,2,1.5,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,07094,2902,34017019800,50.17,8,5,4,1,3,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3565985,2,1,36119,21,2,1,1,1,3,1,1,,5,5,2,1,2,2,1,10,11.25,1,164.9,OSSINING,OSSINING VILLAGE,Ossining town,NY,10562,2218,36119013304,107.42,4,3,1,3,3,2,1,8,0,2,0,4,6,9.744,0,1.503,0,3.007,8.24
3566029,2,1,34039,21,2,1,1,1,4,1,1,,5,2,2,2,2,2,2,11,21.58,1,92.2963,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038202,50,8,5,4,4,3,2,1,7,0,4,0,0,11,15.1,0,6.476,0,0,21.576
3566052,2,2,34013,21,2,1,1,1,3,1,1,,6,4,2,0,1,2,0,4,3.29,1,101.94444,BELLEVILLE,,Belleville township,NJ,07109,3045,34013014300,95.01,8,5,4,3,4,2,4,4,0,0,0,2,2,3.287,0,0,0,1.503,1.784
3566109,2,2,34037,21,2,1,1,1,2,1,1,,99,1,3,0,2,2,0,5,5.8,1,78.02857,SPARTA,LAKE MOHAWK CDP,Sparta township,NJ,07871,3381,34037373400,50.19,11,5,4,2,9,3,2,5,0,0,0,4,1,5.795,0,0,0,4.365,1.431
3566157,2,1,34019,21,2,1,1,1,3,1,1,,6,4,2,0,1,2,1,7,6.28,1,47.11765,WHITEHOUSE STATION,,Readington township,NJ,08889,3336,34019011201,102.8,11,5,4,3,4,2,3,7,0,0,0,2,5,6.284,0,0,0,1.503,4.781
3566187,2,3,34041,21,2,1,1,1,1,1,1,,2,2,1,0,1,1,0,5,7.84,1,76.91304,HACKETTSTOWN,HACKETTSTOWN TOWN,Hackettstown town,NJ,07840,3348,34041031401,102.44,11,5,4,1,1,1,4,0,0,5,0,0,5,0,0,7.842,0,0,7.842
3566209,2,1,36087,21,2,1,1,1,5,1,1,,6,3,2,3,2,3,2,20,20.55,1,105.15385,SUFFERN,SUFFERN VILLAGE,Ramapo town,NY,10901,2291,36087011902,454.24,4,3,1,4,4,2,1,13,6,1,0,4,16,13.829,5.483,1.234,0,3.007,17.539
3566211,2,2,34025,21,1,1,1,1,2,1,1,,7,4,2,0,2,2,0,3,3,1,85.875,RED BANK,FAIRVIEW CDP,Middletown township,NJ,07701,3260,34025801400,50.15,10,5,4,2,4,2,2,2,0,1,0,2,1,2,0,1,0,2,1
3566230,2,2,34037,21,2,1,1,1,3,1,1,,3,2,3,0,1,2,0,9,9.87,1,66.625,VERNON,,Vernon township,NJ,07462,3385,34037371400,50.89,11,5,4,3,2,3,4,9,0,0,0,2,7,9.873,0,0,0,2.861,7.011
3566247,2,1,36079,21,2,1,1,1,3,2,1,,6,1,4,1,1,2,1,11,11.71,1,67.74419,BREWSTER,BREWSTER HILL CDP,Southeast town,NY,10509,2304,36079011800,78.47,4,3,1,3,4,3,3,11,0,0,0,1,10,11.714,0,0,0,0.752,10.962
3566293,2,2,34003,21,2,1,1,1,2,1,1,,3,4,1,0,0,1,0,6,4.97,1,66.22727,PARK RIDGE,PARK RIDGE BOROUGH,Park Ridge borough,NJ,07656,2707,34003043001,81.58,7,5,4,2,2,1,6,6,0,0,0,0,6,4.975,0,0,0,0,4.975
3566321,2,1,36079,21,2,1,1,2,1,1,1,,99,2,1,0,1,1,0,2,2.22,1,67.74419,CARMEL,,Southeast town,NY,10512,2304,36079011800,50.07,4,3,1,1,9,1,4,0,2,0,0,0,2,0,2.216,0,0,0,2.216
3566343,2,2,34019,21,2,1,1,1,4,1,1,,8,5,3,2,1,3,1,15,15.93,1,58.95652,ANNANDALE,,Clinton township,NJ,08801,3320,34019011002,90.8,11,5,4,4,4,3,3,15,0,0,0,2,13,15.93,0,0,0,2.455,13.475
3566346,2,1,34025,21,2,1,1,1,2,1,1,,4,2,1,2,1,1,0,8,20.65,1,97,PORT MONMOUTH,PORT MONMOUTH CDP,Middletown township,NJ,07758,3260,34025800500,50.09,10,5,4,2,2,1,4,7,0,1,0,2,6,17.158,0,3.497,0,3.333,17.322
3566393,2,1,34039,21,2,1,1,1,1,1,1,,5,1,1,0,0,1,0,2,2.24,1,92.2963,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038202,104.92,8,5,4,1,3,1,6,2,0,0,0,0,2,2.241,0,0,0,0,2.241
3566412,2,2,34003,21,1,1,1,1,2,2,1,,6,2,2,0,2,2,0,5,5,1,73.04,PARK RIDGE,PARK RIDGE BOROUGH,Park Ridge borough,NJ,07656,2707,34003043002,75.17,7,5,4,2,4,2,2,5,0,0,0,2,3,5,0,0,0,2,3
3566432,2,3,34025,21,2,1,1,2,2,1,1,,3,3,2,0,0,1,0,14,17.74,1,101.42105,PORT MONMOUTH,PORT MONMOUTH CDP,Middletown township,NJ,07758,3260,34025800601,73.85,10,5,4,2,2,2,6,14,0,0,0,0,14,17.738,0,0,0,0,17.738
3566526,2,2,36079,21,2,1,1,1,2,1,1,,5,1,2,1,2,2,0,8,6.55,1,67.74419,BREWSTER,BREWSTER VILLAGE,Southeast town,NY,10509,2304,36079011800,50.01,4,3,1,2,3,2,2,0,2,6,0,8,0,0,1.659,4.893,0,6.553,0
3566549,2,2,36103,16,2,1,1,2,5,1,1,,5,2,1,1,4,1,1,18,17.99,1,1414,BRENTWOOD,BRENTWOOD CDP,Islip town,NY,11717,1967,36103146204,427.37,3,2,1,4,3,1,1,16,2,0,0,10,8,16.327,1.659,0,0,9.499,8.487
3566592,2,1,34037,21,2,1,1,1,4,2,1,,7,1,3,2,2,2,2,8,8.42,1,78.02857,SPARTA,LAKE MOHAWK CDP,Sparta township,NJ,07871,3381,34037373400,106.28,11,5,4,4,4,3,1,8,0,0,0,2,6,8.416,0,0,0,1.503,6.913
3566609,2,1,34039,21,2,1,1,1,3,1,1,,6,5,5,1,1,3,0,11,18.66,1,92.2963,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038202,51.03,8,5,4,3,4,3,4,11,0,0,0,2,9,18.663,0,0,0,4.724,13.939
3566635,2,1,34025,21,2,1,1,1,2,1,1,,8,3,2,0,2,2,0,0,0,1,122,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025800702,85.65,10,5,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3566650,2,1,36087,21,2,1,1,1,2,1,1,,3,2,2,1,1,2,0,5,4.18,1,60.64706,POMONA,POMONA VILLAGE,Ramapo town,NY,10970,2284,36087011501,50.02,4,3,1,2,2,2,4,3,2,0,0,2,3,2.519,1.659,0,0,1.659,2.519
3566659,2,2,34025,21,1,1,1,1,3,1,1,,6,1,3,0,2,3,0,17,17,1,101.42105,MIDDLETOWN,PORT MONMOUTH CDP,Middletown township,NJ,07748,3260,34025800601,85.39,10,5,4,3,4,3,2,17,0,0,0,2,15,17,0,0,0,2,15
3566710,2,1,34013,21,2,1,1,1,2,1,1,,6,1,2,0,1,2,0,9,12.17,1,61.71053,ROSELAND,ROSELAND BOROUGH,Roseland borough,NJ,07068,3112,34013020902,54.12,8,5,4,2,4,2,4,9,0,0,0,2,7,12.167,0,0,0,2.861,9.306
3566730,2,1,34025,21,1,1,1,1,2,1,1,,4,3,2,0,2,2,0,5,5,1,97,PORT MONMOUTH,PORT MONMOUTH CDP,Middletown township,NJ,07758,3260,34025800500,50.09,10,5,4,2,2,2,2,5,0,0,0,2,3,5,0,0,0,2,3
3566741,1,1,36087,21,2,1,1,1,2,1,1,,99,5,3,0,2,2,0,5,5.8,1,60.64706,SUFFERN,WESLEY HILLS VILLAGE,Ramapo town,NY,10901,2284,36087011501,127.1,4,3,1,2,9,3,2,5,0,0,0,5,0,5.795,0,0,0,5.795,0
3566758,2,2,34025,21,1,1,1,1,2,1,1,,3,5,2,0,1,2,0,13,13,1,85,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025800602,161.22,10,5,4,2,2,2,4,13,0,0,0,0,13,13,0,0,0,0,13
3566821,2,2,34013,21,2,1,1,1,3,1,1,,4,3,2,1,2,2,0,20,43.26,1,56.77778,CALDWELL,CALDWELL BOROUGH,Caldwell borough,NJ,07006,3121,34013021701,50.01,8,5,4,3,2,2,2,20,0,0,0,2,18,43.261,0,0,0,3.333,39.928
3566882,2,1,34025,21,2,1,1,1,3,1,1,,5,3,3,0,2,2,0,4,3.01,1,85.875,RED BANK,FAIRVIEW CDP,Middletown township,NJ,07701,3260,34025801400,64.53,10,5,4,3,3,3,2,4,0,0,0,4,0,3.007,0,0,0,3.007,0
3566932,2,1,34037,21,2,1,1,1,2,1,1,,99,2,2,0,0,2,0,6,8.81,1,71.92857,SPARTA,,Sparta township,NJ,07871,3381,34037373300,51.64,11,5,4,2,9,2,6,6,0,0,0,0,6,8.811,0,0,0,0,8.811
3566962,2,2,34025,21,1,1,1,1,3,1,1,,7,3,4,1,3,3,0,11,11,1,66.11111,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025801200,545.47,10,5,4,3,4,3,2,9,2,0,0,6,5,9,2,0,0,6,5
3566967,2,2,36087,21,2,1,1,2,1,1,1,,3,4,1,0,1,1,0,0,0,1,207,SUFFERN,SUFFERN VILLAGE,Ramapo town,NY,10901,2291,36087012000,76.67,4,3,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3567015,2,2,34025,21,1,1,1,1,2,1,1,,7,3,2,0,2,2,0,13,13,1,107.86667,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025801000,111.14,10,5,4,2,4,2,2,13,0,0,0,7,6,13,0,0,0,7,6
3567025,2,2,36119,21,2,1,1,1,3,1,1,,4,5,2,1,1,2,1,17,19.9,1,164.9,OSSINING,OSSINING VILLAGE,Ossining town,NY,10562,2218,36119013304,188.06,4,3,1,3,2,2,3,17,0,0,0,4,13,19.896,0,0,0,3.007,16.889
3567031,2,2,34025,21,2,1,1,1,2,1,1,,2,1,2,0,2,2,0,7,8.4,1,83.1875,LEONARDO,,Middletown township,NJ,07737,3260,34025800400,95.2,10,5,4,2,1,2,2,6,0,1,0,5,2,7.226,0,1.17,0,5.795,2.601
3567096,2,2,34025,21,2,1,1,1,2,1,1,,4,2,2,0,1,2,0,0,0,1,95.07143,LEONARDO,,Middletown township,NJ,07737,3260,34025800400,50.09,10,5,4,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
3567148,2,1,36005,21,2,1,1,1,5,1,1,,6,2,3,3,2,2,3,34,52.6,1,166.90909,BRONX,NEW YORK CITY,Bronx borough,NY,10465,959,36005027401,148.64,2,1,1,4,4,3,1,32,0,2,0,6,28,50.969,0,1.631,0,6.907,45.693
3567153,2,1,34013,21,2,1,1,2,1,1,1,,3,3,1,0,0,1,0,4,9.25,1,61.71053,ROSELAND,ROSELAND BOROUGH,Roseland borough,NJ,07068,3112,34013020902,50,8,5,4,1,2,1,6,4,0,0,0,0,4,9.25,0,0,0,0,9.25
3567168,2,1,34025,21,2,1,1,1,2,1,1,,7,1,2,0,2,2,0,4,3.16,1,107.86667,RED BANK,,Middletown township,NJ,07701,3260,34025801000,139.62,10,5,4,2,4,2,2,2,2,0,0,4,0,1.503,1.659,0,0,3.163,0
3567202,2,2,34025,21,2,1,1,1,2,1,1,,4,3,2,1,2,2,0,6,6.46,1,95,BELFORD,,Middletown township,NJ,07718,3260,34025800800,53.3,10,5,4,2,2,2,2,6,0,0,0,4,2,6.464,0,0,0,4.326,2.138
3567229,2,1,34025,21,2,1,1,2,2,1,3,,5,3,1,0,1,2,0,8,7.96,1,107.86667,RED BANK,,Middletown township,NJ,07701,3260,34025801000,68.93,10,5,4,2,3,1,4,8,0,0,0,2,6,7.959,0,0,0,1.465,6.494
3567251,2,1,34013,21,2,1,1,1,3,1,1,,7,3,3,0,2,3,0,6,6.56,1,61.71053,ROSELAND,ROSELAND BOROUGH,Roseland borough,NJ,07068,3112,34013020902,50,8,5,4,3,4,3,2,6,0,0,0,1,5,6.559,0,0,0,1.133,5.425
3567312,2,2,36079,21,2,1,1,2,1,1,1,,2,1,1,0,0,1,0,4,8.88,1,67.74419,BREWSTER,,Southeast town,NY,10509,2304,36079011800,50.42,4,3,1,1,1,1,6,4,0,0,0,0,4,8.877,0,0,0,0,8.877
3567318,2,1,34025,21,2,1,1,1,1,1,1,,4,2,2,0,1,1,0,6,4.51,1,85,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025800602,67.84,10,5,4,1,2,2,4,6,0,0,0,6,0,4.51,0,0,0,4.51,0
3567339,2,1,36119,21,2,1,1,1,4,1,1,,8,3,2,1,2,2,2,8,9.86,1,58.66667,BRIARCLIFF MANOR,BRIARCLIFF MANOR VILLAGE,Ossining town,NY,10510,2218,36119013201,315.99,4,3,1,4,4,2,1,8,0,0,0,4,4,9.86,0,0,0,4.837,5.024
3567352,2,2,34025,21,2,1,1,1,3,1,1,,99,4,3,1,2,2,1,14,14.72,1,100.6087,ATLANTIC HIGHLANDS,,Middletown township,NJ,07716,3260,34025800900,134.4,10,5,4,3,9,3,1,14,0,0,0,2,12,14.716,0,0,0,2.455,12.261
3567377,2,1,36119,21,2,1,1,1,3,1,1,,7,1,1,2,1,1,2,15,28.64,1,85.64286,BRIARCLIFF MANOR,BRIARCLIFF MANOR VILLAGE,Ossining town,NY,10510,2218,36119013202,70.39,4,3,1,3,4,1,3,15,0,0,0,4,11,28.641,0,0,0,3.007,25.634
3567391,2,2,36119,21,2,1,1,2,1,1,1,,1,4,0,0,0,0,0,4,5.41,1,164.9,OSSINING,OSSINING VILLAGE,Ossining town,NY,10562,2218,36119013304,377.02,4,3,1,1,1,0,6,3,0,1,0,0,4,4.056,0,1.352,0,0,5.408
3567401,2,1,34039,21,2,1,1,1,1,1,1,,99,5,1,0,0,1,0,8,17.63,1,65.93333,NEW PROVIDENCE,,Berkeley Heights township,NJ,07974,3123,34039038201,50,8,5,4,1,9,1,6,8,0,0,0,0,8,17.634,0,0,0,0,17.634
3567418,2,3,34037,21,2,1,1,1,2,1,1,,7,4,2,0,1,2,0,8,15.85,1,78.02857,SPARTA,LAKE MOHAWK CDP,Sparta township,NJ,07871,3381,34037373400,50.38,11,5,4,2,4,2,4,8,0,0,0,2,6,15.855,0,0,0,2.861,12.994
3567434,2,1,34037,21,2,1,1,2,1,1,1,,3,2,1,0,0,1,0,4,9.42,1,78.02857,SPARTA,LAKE MOHAWK CDP,Sparta township,NJ,07871,3381,34037373400,50.63,11,5,4,1,2,1,6,4,0,0,0,0,4,9.423,0,0,0,0,9.423
3567442,2,1,34017,21,2,1,1,1,3,1,1,,8,3,2,0,2,2,1,14,18.74,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,07094,2902,34017019800,170.15,8,5,4,3,4,2,1,8,0,6,0,6,8,12.605,0,6.132,0,9.593,9.144
3567448,2,2,34025,21,2,1,1,1,3,1,1,,3,2,3,0,2,2,0,11,25.44,1,97,BELFORD,,Middletown township,NJ,07718,3260,34025800500,99.96,10,5,4,3,2,3,2,11,0,0,0,2,9,25.439,0,0,0,1.503,23.935
3567559,2,1,34025,21,2,1,1,1,2,1,1,,8,1,2,0,1,2,0,8,7.08,1,116.77778,LINCROFT,LINCROFT CDP,Middletown township,NJ,07738,3260,34025801500,98.49,10,5,4,2,4,2,4,8,0,0,0,4,4,7.076,0,0,0,3.007,4.07
3567570,1,3,34037,21,1,1,1,1,4,1,1,,6,3,2,2,2,2,2,26,26,1,75.0625,SPARTA,,Sparta township,NJ,07871,3381,34037373200,95.32,11,5,4,4,4,2,1,24,2,0,0,2,24,24,2,0,0,2,24
3567640,2,1,34025,1,2,1,1,1,3,1,1,,3,4,2,1,2,2,1,8,8.1,1,2143,MIDDLETOWN,UNION BEACH BOROUGH,Union Beach borough,NJ,07748,3278,34025801800,428.31,10,5,4,3,2,2,1,8,0,0,0,4,4,8.104,0,0,0,3.958,4.146
3567678,1,1,34025,21,1,1,1,1,2,1,1,,7,4,3,0,2,2,0,5,5,1,66.11111,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025801200,68.12,10,5,4,2,4,3,2,5,0,0,0,4,1,5,0,0,0,4,1
3567683,2,2,34025,21,2,1,1,1,2,1,1,,5,2,2,0,1,2,0,7,8.72,1,86.26667,RED BANK,,Middletown township,NJ,07701,3260,34025801300,50.09,10,5,4,2,3,2,4,7,0,0,0,2,5,8.722,0,0,0,1.503,7.218
3567749,2,1,34025,21,2,1,1,2,1,1,1,,2,5,1,0,0,1,0,6,15.61,1,86.26667,RED BANK,,Middletown township,NJ,07701,3260,34025801300,98.3,10,5,4,1,1,1,6,6,0,0,0,0,6,15.61,0,0,0,0,15.61
3567750,2,2,36103,21,2,1,2,1,1,1,97,"ENGLISH, SPANISH",99,3,2,0,0,1,0,3,5.12,1,145.41667,BRENTWOOD,BRENTWOOD CDP,Islip town,NY,11717,1966,36103146105,144.21,3,2,1,1,9,2,6,3,0,0,0,0,3,5.12,0,0,0,0,5.12
3567789,2,1,34039,21,2,1,1,1,4,2,1,,4,1,2,2,1,2,2,26,35.64,1,92.2963,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038202,86.64,8,5,4,4,2,2,3,26,0,0,0,2,24,35.638,0,0,0,1.503,34.135
3567813,2,1,34025,21,2,1,1,1,2,1,1,,4,1,2,0,2,2,0,6,7.23,1,85,PORT MONMOUTH,,Middletown township,NJ,07758,3260,34025800602,51.4,10,5,4,2,2,2,2,6,0,0,0,4,2,7.226,0,0,0,4.365,2.861
3567867,2,1,34039,21,2,1,1,1,2,1,1,,6,2,2,0,0,2,0,5,6.78,1,65.93333,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038201,50.01,8,5,4,2,4,2,6,5,0,0,0,0,5,6.776,0,0,0,0,6.776
3567922,2,2,34025,21,1,1,1,1,5,1,1,,3,2,3,3,2,3,2,20,20,1,115.92857,PORT MONMOUTH,,Middletown township,NJ,07758,3260,34025800701,103.79,10,5,4,4,2,3,1,16,0,4,0,6,14,16,0,4,0,6,14
3567937,2,3,36079,21,2,1,1,2,1,1,1,,2,1,1,0,1,1,0,12,35.02,1,67.74419,BREWSTER,BREWSTER VILLAGE,Southeast town,NY,10509,2304,36079011800,50.07,4,3,1,1,1,1,4,12,0,0,0,0,12,35.023,0,0,0,0,35.023
3567970,1,1,34025,21,1,1,1,1,3,1,1,,6,2,3,1,2,3,0,7,7,1,96.0625,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025801100,55.65,10,5,4,3,4,3,2,4,0,3,0,0,7,4,0,3,0,0,7
3567980,2,1,34037,21,2,1,1,1,3,1,1,,8,1,2,1,1,2,1,8,7.66,1,62.22581,SPARTA,,Sparta township,NJ,07871,3381,34037373100,63.22,11,5,4,3,4,2,3,8,0,0,0,2,6,7.663,0,0,0,1.503,6.159
3568009,2,3,34025,21,1,1,1,1,3,1,1,,4,1,2,1,1,2,1,23,23,1,66.11111,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025801200,50.57,10,5,4,3,2,2,3,23,0,0,0,0,23,23,0,0,0,0,23
3568070,1,2,34013,21,1,1,1,1,5,1,1,,5,5,2,3,2,2,3,35,35,1,101.94444,BELLEVILLE,,Belleville township,NJ,07109,3045,34013014300,390.32,8,5,4,4,3,2,1,35,0,0,0,7,28,35,0,0,0,7,28
3568128,2,2,34019,21,2,1,1,1,2,1,1,,8,4,2,0,2,2,0,4,3.01,1,56.69231,WHITEHOUSE STATION,WHITE HOUSE STATION CDP,Readington township,NJ,08889,3336,34019011100,50.41,11,5,4,2,4,2,2,4,0,0,0,4,0,3.007,0,0,0,3.007,0
3568139,2,1,36087,21,2,1,1,1,6,1,1,,3,2,2,4,2,2,4,10,9.51,1,60.64706,MONSEY,WESLEY HILLS VILLAGE,Ramapo town,NY,10952,2284,36087011501,209.19,4,3,1,4,2,2,1,2,8,0,0,0,10,2.2,7.31,0,0,0,9.51
3568219,2,1,34037,21,2,1,1,1,4,1,1,,8,5,4,2,2,3,1,10,9.2,1,62.22581,LAFAYETTE,,Sparta township,NJ,07848,3376,34037373100,108.2,11,5,4,4,4,3,1,10,0,0,0,5,5,9.199,0,0,0,3.759,5.441
3568237,2,2,34013,18,2,1,1,1,2,1,1,,6,4,1,1,2,2,0,11,14.89,1,194.71429,BELLEVILLE,,Belleville township,NJ,07109,3044,34013014200,93.6,8,5,4,2,4,1,2,8,2,1,0,4,7,10.537,2.901,1.45,0,5.356,9.533
3568244,2,1,34037,21,2,1,1,1,2,1,1,,7,2,2,0,1,2,0,10,15.28,1,78.02857,SPARTA,LAKE MOHAWK CDP,Sparta township,NJ,07871,3381,34037373400,50.38,11,5,4,2,4,2,4,10,0,0,0,2,8,15.282,0,0,0,1.503,13.778
3568265,1,3,34037,21,2,1,1,1,2,1,1,,4,1,3,1,2,2,0,6,6.13,1,81.52,HIGHLAND LAKES,HIGHLAND LAKE CDP,Vernon township,NJ,07422,3385,34037371502,63.22,11,5,4,2,2,3,2,6,0,0,0,2,4,6.135,0,0,0,1.503,4.631
3568310,2,2,36027,21,2,1,1,1,2,1,1,,4,3,3,0,1,2,0,5,6.28,1,71.45,PAWLING,,Pawling town,NY,12564,2435,36027110003,53.87,5,3,2,2,2,3,4,5,0,0,0,2,3,6.277,0,0,0,2.861,3.415
3568314,2,1,34017,21,2,1,1,1,4,1,1,,6,5,4,2,2,3,1,12,16.54,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,07094,2902,34017019800,50.23,8,5,4,4,4,3,1,11,0,1,0,0,12,15.521,0,1.022,0,0,16.543
3568315,2,2,34013,21,2,1,1,2,1,1,1,,2,1,0,0,0,0,0,4,6.32,1,114.125,CALDWELL,CALDWELL BOROUGH,Caldwell borough,NJ,07006,3121,34013021702,138.15,8,5,4,1,1,0,6,0,0,4,0,0,4,0,0,6.321,0,0,6.321
3568325,2,1,34025,21,2,1,1,1,2,1,1,,5,4,2,0,0,2,0,16,33.45,1,85.875,RED BANK,FAIRVIEW CDP,Middletown township,NJ,07701,3260,34025801400,67.37,10,5,4,2,3,2,6,16,0,0,0,0,16,33.447,0,0,0,0,33.447
3568359,2,1,34037,21,2,1,1,1,1,1,1,,1,3,2,0,0,1,0,6,16.91,1,124.92857,VERNON,,Vernon township,NJ,07462,3385,34037371700,50.44,11,5,4,1,1,2,6,6,0,0,0,0,6,16.905,0,0,0,0,16.905
3568373,2,1,34019,21,2,1,1,1,2,1,1,,7,1,3,0,2,2,0,11,17.44,1,90.46667,FLEMINGTON,,Readington township,NJ,08822,3336,34019011202,50.41,11,5,4,2,4,3,2,11,0,0,0,6,5,17.436,0,0,0,8.584,8.852
3568416,2,2,34025,21,2,1,1,2,1,1,1,,4,5,1,0,1,1,0,3,4.29,1,95,BELFORD,,Middletown township,NJ,07718,3260,34025800800,50.79,10,5,4,1,2,1,4,3,0,0,0,2,1,4.292,0,0,0,2.861,1.431
3568421,2,3,36119,21,2,1,1,1,2,1,1,,8,2,2,0,2,2,0,6,5.4,1,58.66667,BRIARCLIFF MANOR,BRIARCLIFF MANOR VILLAGE,Ossining town,NY,10510,2218,36119013201,50,4,3,1,2,4,2,2,6,0,0,0,2,4,5.4,0,0,0,1.503,3.897
3568423,2,2,34017,21,2,1,1,1,2,2,1,,6,4,0,0,0,1,0,4,3.8,1,73.26667,SECAUCUS,SECAUCUS TOWN,Secaucus town,NJ,07094,2902,34017019800,50.02,8,5,4,2,4,0,6,4,0,0,0,0,4,3.797,0,0,0,0,3.797
3568437,2,2,34019,21,2,1,1,1,1,1,3,,5,2,2,0,0,1,0,3,3.12,1,90.46667,NESHANIC STATION,,Readington township,NJ,08853,3336,34019011202,50,11,5,4,1,3,2,6,3,0,0,0,0,3,3.117,0,0,0,0,3.117
3568438,2,1,34025,21,2,1,1,2,1,1,1,,3,1,1,0,1,1,0,2,1.5,1,101.42105,MIDDLETOWN,NORTH MIDDLETOWN CDP,Middletown township,NJ,07748,3260,34025800601,633.87,10,5,4,1,2,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
